Id,Name,Address,City,State,Zip,Website
3164,GEORGIA NORTHWESTERN TECHNICAL COLLEGE,ONE MAURICE CULBERSON DRIVE,ROME,GA,30161,www.gntc.edu/
3165,MIAMI UNIVERSITY-HAMILTON,1601 UNIVERSITY BLVD,HAMILTON,OH,45011,miamioh.edu/regionals/
3166,HARRISBURG AREA COMMUNITY COLLEGE,1 HACC DR.,HARRISBURG,PA,17110,www.hacc.edu/
3167,MIND BODY INSTITUTE,1556 CRESTVIEW DR,MADISON,TN,37115,https://mindbody.edu/
3168,MARGARET H ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,www.beebehealthcare.org/school-nursing
3169,NOTRE DAME COLLEGE,4545 COLLEGE RD,CLEVELAND,OH,44121,www.notredamecollege.edu/
3170,ATLANTA METROPOLITAN STATE COLLEGE,"1630 METROPOLITAN PARKWAY, SW",ATLANTA,GA,30310,www.atlm.edu/
3171,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS-CASSELBERRY,1271 SEMORAN BOULEVARD,CASSELBERRY,FL,32707,www.hi.edu/
3172,INDIANA UNIVERSITY-NORTHWEST,3400 BROADWAY,GARY,IN,46408,www.iun.edu/
3173,BUTLER UNIVERSITY,4600 SUNSET AVE,INDIANAPOLIS,IN,46208,www.butler.edu/
3174,FORTIS COLLEGE-MONTGOMERY,3736 ATLANTA HWY,MONTGOMERY,AL,36109,www.fortiscollege.edu/
3175,INTERNATIONAL ACADEMY,2550 S RIDGEWOOD AVE,SOUTH DAYTONA,FL,32119,www.intl-academy.com/
3176,ORANGE TECHNICAL COLLEGE-MID FLORIDA CAMPUS,2900 WEST OAK RIDGE ROAD,ORLANDO,FL,32809,www.orangetechcollege.net/
3177,MR LEON'S SCHOOL OF HAIR DESIGN-MOSCOW,618 S MAIN ST,MOSCOW,ID,83843,mrleons.com/
3178,EMPIRE BEAUTY SCHOOL-MICHIGAN,3583 ALPINE AVE NW,GRAND RAPIDS,MI,49544,www.empire.edu/
3179,MISSOURI STATE UNIVERSITY-SPRINGFIELD,901 S NATIONAL AVENUE,SPRINGFIELD,MO,65897,www.missouristate.edu/
3180,RIVER VALLEY COMMUNITY COLLEGE,1 COLLEGE PLACE,CLAREMONT,NH,03743,https://www.rivervalley.edu/
3181,ROSS MEDICAL EDUCATION CENTER-CINCINNATI,"11590 CENTURY BOULEVARD, SUITE 210",CINCINNATI,OH,45246,www.rosseducation.edu/
3182,ESCUELA DE ARTES PLASTICAS Y DISENO DE PUERTO RICO,BARRIO BALLAJA CAMPO DEL MORRO,SAN JUAN,PR,00902,www.eap.edu/
3183,VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING,30 EAST CHERRY STREET,HICKSVILLE,NY,11801,www.veeb.org/PN_main.php
3184,WESTERN GOVERNORS UNIVERSITY,4001 SOUTH 700 EAST SUITE 700,SALT LAKE CITY,UT,84107,www.wgu.edu/
3185,CENTRAL CAREER INSTITUTE LLC,126 CORPORATE BLVD,SOUTH PLAINFIELD,NJ,07080,www.centralcareer.edu/
3186,UNIVERSIDAD PENTECOSTAL MIZPA,BO CAIMITO RD 199 KM 0.3,RIO PIEDRAS,PR,00928,mizpa.edu/
3187,AVIATION INSTITUTE OF MAINTENANCE-KANSAS CITY,4100 RAYTOWN ROAD,KANSAS CITY,MO,64129,https://www.aviationmaintenance.edu/campuses/kansas-city-mo/index.html
3188,BISMARCK STATE COLLEGE,1500 EDWARDS AVE.,BISMARCK,ND,58506,https://bismarckstate.edu/
3189,GREATER JOHNSTOWN CAREER AND TECHNOLOGY CENTER,445 SCHOOLHOUSE RD,JOHNSTOWN,PA,15904,www.gjctc.org/
3190,PENNSYLVANIA COLLEGE OF ART AND DESIGN,204 N PRINCE ST,LANCASTER,PA,17608,pcad.edu/
3191,UNITED STATES MILITARY ACADEMY,646 SWIFT RD (ATTN: MASG),WEST POINT,NY,10996,www.westpoint.edu/
3192,ADVANTAGE TECHNICAL COLLEGE,3 RAMOS VELEZ ST,MANATI,PR,00674,https://www.adtecpr.com/
3193,WESTERN MICHIGAN UNIVERSITY-THOMAS M. COOLEY LAW SCHOOL,300 S CAPITOL AVE,LANSING,MI,48933,cooley.edu/
3194,KANSAS WESLEYAN UNIVERSITY,100 E. CLAFLIN AVE.,SALINA,KS,67401,www.kwu.edu/
3195,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES-MCALLEN,8401 N 10TH ST,MCALLEN,TX,78504,www.ucastx.com/
3196,MOLER-PICKENS BEAUTY ACADEMY,5951-S BOYMEL DR.,FAIRFIELD,OH,45014,molerhollywood.com/
3197,THE SALON PROFESSIONAL ACADEMY-TONAWANDA,2309 EGGERT RD,TONAWANDA,NY,14150,tspabuffalo.com/
3198,HERITAGE VALLEY KENNEDY SCHOOL OF NURSING,25 HECKEL RD,MCKEES ROCKS,PA,15136,www.heritagevalley.org/
3199,INSTITUTE OF WORLD POLITICS,1521 16TH ST NW,WASHINGTON,DC,20036,www.iwp.edu/
3200,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE,1501 HENNEPIN AVE,MINNEAPOLIS,MN,55403,www.minneapolis.edu/
3201,HERZING UNIVERSITY-MINNEAPOLIS,435 FORD ROAD,ST. LOUIS PARK,MN,55426,https://www.herzing.edu/
3202,COLLEGE OF STATEN ISLAND CUNY,2800 VICTORY BLVD,STATEN ISLAND,NY,10314,www.csi.cuny.edu/
3203,SOUTHWEST INSTITUTE OF HEALING ARTS,1538 E. SOUTHERN AVE,TEMPE,AZ,85282,swiha.edu/
3204,NORTH ADRIAN'S COLLEGE OF BEAUTY INC,124 FLOYD AVE,MODESTO,CA,95350,www.adrians.edu/
3205,CALIFORNIA COLLEGE SAN DIEGO-COLLEGEAMERICA-PHOENIX,9801 N. METRO PARKWAY EAST,PHOENIX,AZ,85051,www.collegeamerica.edu/
3206,THE SALON PROFESSIONAL ACADEMY-COLORADO SPRINGS,4388 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,CO,80918,www.thesalonprofessionalacademycoloradosprings.com/
3207,PURE AESTHETICS NATURAL SKINCARE SCHOOL,2850 EAST SPEEDWAY BOULEVARD,TUCSON,AZ,85716,www.pureaesthetics.edu/
3208,ST LUKE'S COLLEGE,2720 STONE PARK BLVD,SIOUX CITY,IA,51104,www.stlukescollege.edu/
3209,MILAN INSTITUTE-AMARILLO,7001 I-40 WEST,AMARILLO,TX,79106,www.milaninstitute.edu/
3210,OKLAHOMA CITY COMMUNITY COLLEGE,7777 S MAY AVE,OKLAHOMA CITY,OK,73159,www.occc.edu/
3211,EASTERN WYOMING COLLEGE,3200 WEST C ST,TORRINGTON,WY,82240,ewc.wy.edu/
3212,FOLSOM LAKE COLLEGE,10 COLLEGE PARKWAY,FOLSOM,CA,95630,https://www.flc.losrios.edu/
3213,RABBINICAL COLLEGE TELSHE,28400 EUCLID AVE,WICKLIFFE,OH,44092,independentrabbinicalcolleges.org/index.html
3214,MULTNOMAH UNIVERSITY,8435 NE GLISAN ST,PORTLAND,OR,97220,https://www.multnomah.edu/
3215,DEVRY UNIVERSITY-ADMINISTRATIVE OFFICE,1200 E. DIEHL ROAD,NAPERVILLE,IL,60563,https://www.devry.edu/
3216,SUFFOLK BEAUTY ACADEMY,860 PORTSMOUTH BLVD,SUFFOLK,VA,23434,suffolkbeautyacademy.edu/
3217,SEATTLE CENTRAL COLLEGE,1701 BROADWAY AVENUE,SEATTLE,WA,98122,www.seattlecentral.edu/
3218,SPOKANE FALLS COMMUNITY COLLEGE,3410 W FORT GEORGE WRIGHT DR,SPOKANE,WA,99224,https://sfcc.spokane.edu/
3219,CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY,540 N HARRISON RD,PLEASANT GAP,PA,16823,www.cpi.edu/
3220,PCI HEALTH TRAINING CENTER,8101 JOHN CARPENTER FWY,DALLAS,TX,75247,www.pcihealth.edu/
3221,ARKANSAS BAPTIST COLLEGE,1600 DR. MARTIN LUTHER KING JR. DRIVE,LITTLE ROCK,AR,72202,www.arkansasbaptist.edu/
3222,PROFESSIONAL COSMETOLOGY EDUCATION CENTER,460 NORTH WASHINGTON,EL DORADO,AR,71730,www.pcec.edu/
3223,AVALON SCHOOL OF COSMETOLOGY-ALAMEDA,2318 CENTRAL AVENUE,ALAMEDA,CA,94501,NOT AVAILABLE
3224,SADDLEBACK COLLEGE,28000 MARGUERITE PKY,MISSION VIEJO,CA,92692,www.saddleback.edu/
3225,LAKE FOREST COLLEGE,555 N SHERIDAN ROAD,LAKE FOREST,IL,60045,www.lakeforest.edu/
3226,ANTILLES SCHOOL OF TECHNICAL CAREERS,CALLE CAYEY # 1911,SAN JUAN,PR,00909,https://antillespr.edu/
3227,TRINE UNIVERSITY-REGIONAL/NON-TRADITIONAL CAMPUSES,9910 DUPONT CIRCLE DRIVE EAST,FORT WAYNE,IN,46825,trine.edu/online/index.aspx
3228,LOS RIOS COMMUNITY COLLEGE DISTRICT OFFICE,1919 SPANOS CT,SACRAMENTO,CA,95825,www.losrios.edu/
3229,EAST SAN GABRIEL VALLEY REGIONAL OCCUPATIONAL PROGRAM,1501 W DEL NORTE ST.,WEST COVINA,CA,91790,www.esgvrop.org
3230,HOLY APOSTLES COLLEGE AND SEMINARY,33 PROSPECT HILL ROAD,CROMWELL,CT,06416,www.holyapostles.edu/
3231,COLORADO CHRISTIAN UNIVERSITY,8787 WEST ALAMEDA AVENUE,LAKEWOOD,CO,80226,https://www.ccu.edu/
3232,TAYLORTOWN SCHOOL OF BEAUTY INC,23125 ECORSE RD,TAYLOR,MI,48180,www.dorsey.edu/dsb-taylor-info/
3233,SUNSTATE ACADEMY,2040 COLONIAL BLVD,FORT MYERS,FL,33907,www.sunstate.edu/
3234,GENESEE VALLEY BOCES-PRACTICAL NURSING PROGRAM,ADULT EDUCATION OFFICE 8250 STATE ST RD,BATAVIA,NY,14020,www.gvboces.org/
3235,PILLAR COLLEGE,"60 PARK PLACE, SUITE 701",NEWARK,NJ,07102,www.pillar.edu/
3236,COLLEGE OF BUSINESS AND TECHNOLOGY-HIALEAH,935 WEST 49 STREET # 203,HIALEAH,FL,33012,www.cbt.edu/
3237,UNIVERSITY OF CONNECTICUT,352 MANSFIELD ROAD,STORRS,CT,06269,uconn.edu/
3238,CARTERET COMMUNITY COLLEGE,3505 ARENDELL ST,MOREHEAD CITY,NC,28557,www.carteret.edu/
3239,BREVARD COLLEGE,ONE BREVARD COLLEGE DRIVE,BREVARD,NC,28712,https://www.brevard.edu/
3240,UNIVERSITY OF MASSACHUSETTS-BOSTON,100 MORRISSEY BOULEVARD,BOSTON,MA,02125,www.umb.edu/
3241,EASTERN NEW MEXICO UNIVERSITY-MAIN CAMPUS,"ENMU STATION 2, 1500 S AVE K",PORTALES,NM,88130,www.enmu.edu/
3242,PAUL MITCHELL THE SCHOOL-RICHLAND,71 GAGE BLVD.,RICHLAND,WA,99352,paulmitchell.edu/richland
3243,AMERICAN NATIONAL UNIVERSITY-PIKEVILLE,50 NATIONAL COLLEGE BOULEVARD,PIKEVILLE,KY,41501,https://www.an.edu/locations/
3244,NAUGATUCK VALLEY COMMUNITY COLLEGE,750 CHASE PARKWAY,WATERBURY,CT,06708,https://nv.edu/
3245,U.S. TRUCK DRIVER TRAINING SCHOOL,6500 15 MILE ROAD,STERLING HEIGHTS,MI,48312,https://ustdts.edu/
3246,WELLSPRING SCHOOL OF ALLIED HEALTH-SPRINGFIELD,229 EAST COMMERCIAL STREET,SPRINGFIELD,MO,65803,www.wellspring.edu/
3247,PREMIER ACADEMY OF COSMETOLOGY,910 NORTH MAIN STREET,MCALESTER,OK,74501,https://premiercosmo.com/
3248,LARRY'S BARBER COLLEGE,701 E 79TH ST #709,CHICAGO,IL,60619,https://www.larrysbarbercollege.com/
3249,ARIZONA COLLEGE OF NURSING-FORT LAUDERDALE,600 CORPORATE DRIVE SUITE 200,FORT LAUDERDALE,FL,33334,https://www.arizonacollege.edu/
3250,NUC UNIVERSITY - FLORIDA TECHNICAL COLLEGE - PEMBROKE PINES,12520 PINES BOULEVARD,PEMBROKE PINES,FL,33027,NOT AVAILABLE
3251,RELAY GRADUATE SCHOOL OF EDUCATION - INDIANA,1630 NORTH MERIDIAN STREET SUITE 450,INDIANAPOLIS,IN,46202,NOT AVAILABLE
3252,UNIVERSAL SPA TRAINING ACADEMY - TYLER'S BEAUTY AND SPA ACADEMY,6815 14TH STREET WEST,BRADENTON,FL,34207,NOT AVAILABLE
3253,UNIVERSAL TRINITY COLLEGE,8345 NW 66 STREET #D3909,MIAMI,FL,33166,www.utc-edu.com
3254,WESTERN KENTUCKY UNIVERSITY,1906 COLLEGE HEIGHTS BLVD,BOWLING GREEN,KY,42101,www.wku.edu/
3255,UNIVERSITY OF PUERTO RICO-MAYAGUEZ,259 BOULEVARD ALFONSO VALDEZ,MAYAGUEZ,PR,00681,https://www.uprm.edu/
3256,THE BEAUTY SCHOOL,1058 HIGHLAND CIRCLE SUITE #4,MOUNTAIN HOME,AR,72653,thebeautyschoolmh.com
3257,ANTIOCH UNIVERSITY ONLINE,900 DAYTON STREET,YELLOW SPRINGS,OH,45387,online.antioch.edu/
3258,PAUL MITCHELL THE SCHOOL-MADISON,7021 TREE LANE,MADISON,WI,53717,paulmitchell.edu/madison
3259,IGLOBAL UNIVERSITY,8133 LEESBURG PIKE #230,VIENNA,VA,22182,www.igu.edu/
3260,STRAYER UNIVERSITY-NORTH CAROLINA,4 COPLEY PKWY,MORRISVILLE,NC,27560,www.strayer.edu/campus-locations/north-carolina/research-triangle-park
3261,ZMS THE ACADEMY,2228 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90033,www.zmsacademy.com/
3262,FIRST COAST TECHNICAL COLLEGE,2980 COLLINS AVE,SAINT AUGUSTINE,FL,32084,fctc.edu/
3263,LINCOLN LAND COMMUNITY COLLEGE,5250 SHEPHERD RD,SPRINGFIELD,IL,62794,www.llcc.edu/
3264,AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION,4500 NEW BRUNSWICK AVE,PISCATAWAY,NJ,08854,www.aimseducation.edu/
3265,WATKINS COLLEGE OF ART DESIGN & FILM,2298 ROSA L PARKS BLVD,NASHVILLE,TN,37228,NOT AVAILABLE
3266,ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE-SYRACUSE,719 E GENESEE ST,SYRACUSE,NY,13210,www.ostm.edu/
3267,CONNORS STATE COLLEGE,700 COLLEGE ROAD,WARNER,OK,74469,connorsstate.edu/
3268,EMPIRE BEAUTY SCHOOL-PINEVILLE,8700 PINEVILLE-MATTHEWS RD,CHARLOTTE,NC,28226,www.empire.edu/
3269,VICTORIA COLLEGE,2200 E RED RIVER,VICTORIA,TX,77901,www.victoriacollege.edu/
3270,UNIVERSITY OF SOUTH ALABAMA,307 N UNIVERSITY BLVD,MOBILE,AL,36688,www.southalabama.edu/
3271,GATEWAY COMMUNITY AND TECHNICAL COLLEGE,500 TECHNOLOGY WAY,FLORENCE,KY,41042,https://gateway.kctcs.edu/index.aspx
3272,LAFAYETTE COLLEGE,HIGH ST,EASTON,PA,18042,https://www.lafayette.edu/
3273,KEISER UNIVERSITY-FT LAUDERDALE,1500 NW 49TH ST.,FORT LAUDERDALE,FL,33309,www.keiseruniversity.edu/
3274,NORTH CENTRAL KANSAS TECHNICAL COLLEGE,3033 US HIGHWAY 24,BELOIT,KS,67420,www.ncktc.edu/
3275,PENNSYLVANIA STATE UNIVERSITY-PENN STATE SCHUYLKILL,200 UNIVERSITY DRIVE,SCHUYLKILL HAVEN,PA,17972,schuylkill.psu.edu/
3276,SCHUYLKILL TECHNOLOGY CENTER,101 TECHNOLOGY DR,FRACKVILLE,PA,17931,www.stcenters.org/
3277,OZARKA COLLEGE,218 COLLEGE DR,MELBOURNE,AR,72556,www.ozarka.edu/
3278,ARKANSAS STATE UNIVERSITY-BEEBE,1000 IOWA STREET,BEEBE,AR,72012,www.asub.edu/
3279,MORAINE PARK TECHNICAL COLLEGE,235 N NATIONAL AVENUE,FOND DU LAC,WI,54936,www.morainepark.edu/
3280,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,3452 SPUR 399,MCKINNEY,TX,75069,www.collin.edu/
3281,EASTLAND-FAIRFIELD CAREER AND TECHNICAL SCHOOLS,4300 AMALGAMATED PLACE,GROVEPORT,OH,43125,www.eastland-fairfield.com/
3282,WASHINGTON STATE COMMUNITY COLLEGE,710 COLEGATE DR,MARIETTA,OH,45750,www.wscc.edu/
3283,THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,1201 W UNIVERSITY DR,EDINBURG,TX,78539,www.utrgv.edu/
3284,WESTERN TEXAS COLLEGE,6200 COLLEGE AVE,SNYDER,TX,79549,www.wtc.edu/
3285,SOMERSET COMMUNITY COLLEGE,808 MONTICELLO STREET,SOMERSET,KY,42501,https://somerset.kctcs.edu/about/index.aspx
3286,UNIVERSITY OF RICHMOND,410 WESTHAMPTON WAY,UNIVERSITY OF RICHMOND,VA,23173,https://www.richmond.edu/
3287,GRACE MISSION UNIVERSITY,1645 WEST VALENCIA DRIVE,FULLERTON,CA,92833,www.gm.edu/
3288,AMERICAN COLLEGE OF HEALTHCARE AND TECHNOLOGY,6330 PACIFIC BLVD STE 201,HUNTINGTON PARK,CA,90255,www.ach.edu/
3289,DICKINSON COLLEGE,COLLEGE AND LOUTHER STREETS,CARLISLE,PA,17013,https://www.dickinson.edu/
3290,DESIGNER BARBER & STYLIST SCHOOL,"2409 SOUTH 56TH STREET, SUITE 118",FT SMITH,AR,72903,designercollege.net/
3291,INTERAMERICAN TECHNICAL INSTITUTE,"9600 SOUTHWEST 8TH STREET, SUITE 42",MIAMI,FL,33174,www.itischool.com/
3292,GALEN COLLEGE OF NURSING-SAN ANTONIO,"7411 JOHN SMITH DRIVE, SUITE 300",SAN ANTONIO,TX,78229,www.galencollege.edu/sanantonio/
3293,PHILADELPHIA TECHNICIAN TRAINING,7446 D OGONTZ AVENUE,PHILADELPHIA,PA,19138,www.ptt.edu/
3294,DEBUTANTES SCHOOL OF COSMETOLOGY AND NAIL TECHNOLOGY,145 N. 3RD STREET,DEKALB,IL,60115,www.debschool.com/
3295,NORTHERN VERMONT UNIVERSITY,337 COLLEGE HILL,JOHNSON,VT,05656,www.northernvermont.edu/
3296,WEST COAST UNIVERSITY-MIAMI,9250 NW 36TH STREET,DORAL,FL,33178,westcoastuniversity.edu/
3297,FAIRMONT STATE UNIVERSITY,1201 LOCUST AVE,FAIRMONT,WV,26554,https://www.fairmontstate.edu/
3298,AMERICAN BEAUTY SCHOOL,1380 METROPOLITAN AVENUE,BRONX,NY,10462,www.americanbeautyschool.edu/
3299,OTTAWA UNIVERSITY-PHOENIX,9414 NORTH 25TH AVENUE,PHOENIX,AZ,85021,www.ottawa.edu/
3300,VINCENNES BEAUTY COLLEGE,12 S SECOND ST,VINCENNES,IN,47591,vincennesbeautycollege.com/
3301,SAN JOAQUIN VALLEY COLLEGE-VISALIA,8344 W MINERAL KING AVE,VISALIA,CA,93291,www.sjvc.edu/
3302,COLORADO TECHNICAL UNIVERSITY-COLORADO SPRINGS,4435 N CHESTNUT STREET,COLORADO SPRINGS,CO,80907,www.coloradotech.edu/Colorado-Springs
3303,ARTHUR'S BEAUTY COLLEGE,2600 JOHN HARDEN DRIVE,JACKSONVILLE,AR,72076,arthursbeautycollege.com/
3304,SWARTHMORE COLLEGE,500 COLLEGE AVE,SWARTHMORE,PA,19081,www.swarthmore.edu/
3305,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-DAYTONA BEACH,1 AEROSPACE BLVD.,DAYTONA BEACH,FL,32114,daytonabeach.erau.edu/
3306,UNIVERSITY OF HAWAII SYSTEM OFFICE,2444 DOLE ST,HONOLULU,HI,96822,https://www.hawaii.edu/
3307,NATIONAL LATINO EDUCATION INSTITUTE,2011 W PERSHING RD,CHICAGO,IL,60609,www.nlei.org/
3308,SANTA FE COMMUNITY COLLEGE,6401 RICHARDS AVE,SANTA FE,NM,87508,https://www.sfcc.edu/
3309,MESALANDS COMMUNITY COLLEGE,911 S TENTH STREET,TUCUMCARI,NM,88401,www.mesalands.edu/
3310,ATLANTIC BEAUTY & SPA ACADEMY LLC,3003 ENGLISH CREEK AVENUE,EGG HARBOR TOWNSHIP,NJ,08234,https://www.shorebeautyschool.edu/
3311,SOUTHWEST ACUPUNCTURE COLLEGE-BOULDER,6630 GUNPARK DR SUITE 200,BOULDER,CO,80301,www.acupuncturecollege.edu/
3312,COMMUNITY CARE COLLEGE,4242 SOUTH SHERIDAN,TULSA,OK,74145,www.communitycarecollege.edu/
3313,M-DCPS THE ENGLISH CENTER,3501 SW 28 ST.,MIAMI,FL,33133,www.tecmiami.com/
3314,DEVRY UNIVERSITY-ARIZONA,2149 W. DUNLAP AVE.,PHOENIX,AZ,85021,https://www.devry.edu/
3315,DEVRY UNIVERSITY-COLORADO,1870 W. 122ND AVE.,WESTMINSTER,CO,80234,https://www.devry.edu/
3316,ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA INC,AVE. AGUSTIN RAMOS CALERO CALLE SURINAM 1059 P.R. 112 NORTE,ISABELA,PR,00662,www.epei.edu/
3317,LIM COLLEGE,12 E 53RD ST,NEW YORK,NY,10022,www.limcollege.edu/
3318,CHARLIE'S GUARD-DETECTIVE BUREAU AND ACADEMY INC,ROAD 107 KM 3.1 BO. BORINQUEN,AGUADILLA,PR,00603,www.charliesacademy.edu/
3319,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE AND TECHNOLOGY,3800 ST LUCIE BLVD,FORT PIERCE,FL,34946,www.aviator.edu/
3320,EMPIRE COLLEGE,3035 CLEVELAND AVE,SANTA ROSA,CA,95403,www.empcol.edu/
3321,EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY-STERLING,211 E THIRD ST,STERLING,IL,61081,www.educatorsofbeauty.com/
3322,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,2001 WILLIAM STREET,CAPE GIRARDEAU,MO,63703,www.sehcollege.edu/
3323,THE CREATIVE CENTER,10850 EMMET STREET,OMAHA,NE,68164,www.creativecenter.edu/
3324,SOUTHERN NEW HAMPSHIRE UNIVERSITY,2500 NORTH RIVER ROAD,MANCHESTER,NH,03106,www.snhu.edu/
3325,UNIVERSITY OF FORT LAUDERDALE,4131 NW 16TH ST,LAUDERHILL,FL,33313,uftl.edu/
3326,YESHIVATH VIZNITZ,15 ELYON ROAD,MONSEY,NY,10952,https://yeshivathviznitz.com/
3327,THE CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES,2139 AUBURN AVENUE,CINCINNATI,OH,45219,https://www.thechristcollege.edu/
3328,CREVIER'S ACADEMY OF COSMETOLOGY ARTS,240 WEST IDAHO,KALISPELL,MT,59901,www.crevierschool.com/
3329,ALLEN SCHOOL-PHOENIX,"15650 NORTH BLACK CANYON HIGHWAY, B210",PHOENIX,AZ,85053,www.allenschool.edu/
3330,STEVENSONS ACADEMY OF HAIR DESIGN,401 OPELOUSAS AVENUE,NEW ORLEANS,LA,70114,www.stevenson-academy.com/
3331,SOUTHERN UNIVERSITY AT NEW ORLEANS,6400 PRESS DRIVE,NEW ORLEANS,LA,70126,www.suno.edu/
3332,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH,7750 MONTPELIER ROAD,LAUREL,MD,20723,www.muih.edu/
3333,INSTITUTO TECNOLOGICO DE PUERTO RICO-RECINTO DE SAN JUAN,CALLE ALEGRIA FINAL URB LAS VIRTUDES,SAN JUAN,PR,00924,https://instituto-tecnologico-de-puerto-rico-1.jimdosite.com/
3334,UNIVERSAL TECHNICAL INSTITUTE OF PENNSYLVANIA INC,750 PENNSYLVANIA DRIVE,EXTON,PA,19341,www.uti.edu/
3335,COLUMBIA SOUTHERN UNIVERSITY,21982 UNIVERSITY LANE,ORANGE BEACH,AL,36561,www.columbiasouthern.edu/
3336,SAINT VINCENT DE PAUL REGIONAL SEMINARY,10701 SOUTH MILITARY TRAIL,BOYNTON BEACH,FL,33436,www.svdp.edu/
3337,"JOSEF'S SCHOOL OF HAIR, SKIN & BODY-FARGO","3223 13 AVE S, STE A",FARGO,ND,58103,jsohd.com/
3338,EMPIRE BEAUTY SCHOOL-E MEMPHIS,568 COLONIAL RD,MEMPHIS,TN,38117,www.empire.edu/
3339,YESHIVA GEDOLAH ZICHRON LEYMA,2035 VAUXHALL ROAD,UNION,NJ,07083,https://www.yzlalumni.org/
3340,ICPR JUNIOR COLLEGE,CARRETERA #2 K.M. 49.9 PUERTA DEL NORTE MALL 4TO. PISO SUITE 17,MANATI,PR,00674,www.icprjc.edu/
3341,CHEEKS BEAUTY ACADEMY,207 W 18 ST,CHEYENNE,WY,82001,www.cheeksusa.com/
3342,SAN JOAQUIN VALLEY COLLEGE-FRESNO AVIATION,4985 EAST ANDERSON AVENUE,FRESNO,CA,93727,www.sjvc.edu/
3343,PROFESSIONAL GOLFERS CAREER COLLEGE,26109 YNEZ ROAD,TEMECULA,CA,92591,www.golfcollege.edu/
3344,IRELL & MANELLA GRADUATE SCHOOL OF BIOLOGICAL SCIENCES AT CITY OF HOPE,1500 EAST DUARTE ROAD,DUARTE,CA,91010,https://www.cityofhope.org/grad-school
3345,PAUL MITCHELL THE SCHOOL-COSTA MESA,"3309 HYLAND AVE., SUITE J",COSTA MESA,CA,92626,paulmitchell.edu/costamesa/
3346,ALTIERUS CAREER COLLEGE-BISSONNET,9700 BISSONNET ST-STE 1400,HOUSTON,TX,77036,https://www.altierus.edu/
3347,CASPER COLLEGE,125 COLLEGE DRIVE,CASPER,WY,82601,https://www.caspercollege.edu/
3348,UNIVERSITY OF TOLEDO,2801 W BANCROFT,TOLEDO,OH,43606,www.utoledo.edu/
3349,THE UNIVERSITY OF TEXAS AT SAN ANTONIO,ONE UTSA CIRCLE,SAN ANTONIO,TX,78249,www.utsa.edu/
3350,SOUTHWESTERN ADVENTIST UNIVERSITY,100 W HILLCREST,KEENE,TX,76059,www.swau.edu/
3351,SACRED HEART UNIVERSITY,5151 PARK AVE,FAIRFIELD,CT,06825,https://www.sacredheart.edu/
3352,SAINT MARY'S COLLEGE,133 LE MANS HALL,NOTRE DAME,IN,46556,www.saintmarys.edu/
3353,VERMONT STATE COLLEGES-OFFICE OF THE CHANCELLOR,"575 STONE CUTTERS WAY, SUITE 1",MONTPELIER,VT,05602,www.vsc.edu/
3354,APPALACHIAN BIBLE COLLEGE,161 COLLEGE DRIVE,MOUNT HOPE,WV,25880,https://abc.edu/
3355,LANDMARK COLLEGE,19 RIVER RD SOUTH,PUTNEY,VT,05346,www.landmark.edu/
3356,ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,TEN METACOM AVE,BRISTOL,RI,02809,law.rwu.edu/
3357,VENTURA COLLEGE,4667 TELEGRAPH RD,VENTURA,CA,93003,www.venturacollege.edu/
3358,MAGNOLIA COLLEGE OF COSMETOLOGY,4725 I55 N,JACKSON,MS,39206,www.mcocjackson.com/
3359,NEWSCHOOL OF ARCHITECTURE AND DESIGN,1249 F ST,SAN DIEGO,CA,92101,www.newschoolarch.edu/
3360,INDUSTRIAL MANAGEMENT TRAINING INSTITUTE,233 MILL ST,WATERBURY,CT,06706,imti.edu/
3361,TREASURE VALLEY COMMUNITY COLLEGE,650 COLLEGE BLVD,ONTARIO,OR,97914,https://www.tvcc.cc/
3362,TENNESSEE STATE UNIVERSITY,3500 JOHN A. MERRITT BLVD,NASHVILLE,TN,37209,www.tnstate.edu/
