Id,Name,Address,City,State,Zip,Website
5260,UNIVERSITY OF MISSOURI-ST LOUIS,ONE UNIVERSITY BOULEVARD,SAINT LOUIS,MO,63121,www.umsl.edu/
5261,CUNY BRONX COMMUNITY COLLEGE,2155 UNIVERSITY AVENUE,BRONX,NY,10453,www.bcc.cuny.edu/
5262,MOLLOY COLLEGE,1000 HEMPSTEAD AVE,ROCKVILLE CENTRE,NY,11571,www.molloy.edu/
5263,HALIFAX COMMUNITY COLLEGE,100 COLLEGE DRIVE,WELDON,NC,27890,www.halifaxcc.edu/
5264,METHODIST UNIVERSITY,5400 RAMSEY ST,FAYETTEVILLE,NC,28311,www.methodist.edu/
5265,OHIO BUSINESS COLLEGE-SANDUSKY,5202 TIMBER COMMONS DRIVE,SANDUSKY,OH,44870,www.ohiobusinesscollege.edu/
5266,INTER AMERICAN UNIVERSITY OF PUERTO RICO-SAN GERMAN,RD. 102 KM. 30.6,SAN GERMAN,PR,00683,www.sg.inter.edu/
5267,ALASKA CAREER COLLEGE,1415 E TUDOR ROAD,ANCHORAGE,AK,99507,www.alaskacareercollege.edu/
5268,JEFFERSON REGIONAL MEDICAL CENTER SCHOOL OF NURSING,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,www.jrmc.org/
5269,AVEDA INSTITUTE-NEW MEXICO,1816 CENTRAL AVE SW,ALBUQUERQUE,NM,87104,www.avedanm.com/
5270,"RUDY & KELLY ACADEMY, A PAUL MITCHELL PARTNER SCHOOL","1920 CENTERVILLE TURNPIKE, SUITE 114",VIRGINIA BEACH,VA,23464,https://paulmitchell.edu/virginiabeach
5271,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,800 ALLEGHENY AVE,PITTSBURGH,PA,15233,https://www.ccac.edu/
5272,SOUTHWESTERN UNIVERSITY,1001 E. UNIVERSITY AVENUE,GEORGETOWN,TX,78626,www.southwestern.edu/
5273,BRYANT & STRATTON COLLEGE-VIRGINIA BEACH,301 CENTRE POINTE DR,VIRGINIA BEACH,VA,23462,https://www.bryantstratton.edu/
5274,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES-SAN ANTONIO 410,"4522 FREDERICKSBURG RD, A-85",SAN ANTONIO,TX,78201,www.ucastx.com/
5275,CARRINGTON COLLEGE-STOCKTON,1313 WEST ROBINHOOD DRIVE B,STOCKTON,CA,95207,https://carrington.edu/
5276,SOUTHEAST ARKANSAS COLLEGE,1900 S HAZEL STREET,PINE BLUFF,AR,71603,https://www.seark.edu/
5277,LOGAN UNIVERSITY,1851 SCHOETTLER RD,CHESTERFIELD,MO,63017,https://www.logan.edu/
5278,CLAREMONT SCHOOL OF THEOLOGY,1325 N COLLEGE AVE,CLAREMONT,CA,91711,www.cst.edu/
5279,WILLIAMS COLLEGE,880 MAIN ST,WILLIAMSTOWN,MA,01267,https://www.williams.edu/
5280,UNIVERSITY OF UTAH,"201 PRESIDENTS CIRCLE, ROOM 201",SALT LAKE CITY,UT,84112,www.utah.edu/
5281,COLUMBIA THEOLOGICAL SEMINARY,701 S. COLUMBIA DR,DECATUR,GA,30030,www.ctsnet.edu/
5282,LA ROCHE UNIVERSITY,9000 BABCOCK BLVD,PITTSBURGH,PA,15237,www.laroche.edu/
5283,EASTFIELD COLLEGE,3737 MOTLEY DR,MESQUITE,TX,75150,NOT AVAILABLE
5284,FORTIS COLLEGE-DOTHAN,200 VULCAN WAY,DOTHAN,AL,36303,https://www.fortiscollege.edu/
5285,ROSS MEDICAL EDUCATION CENTER-ANN ARBOR,4741 WASHTENAW AVE,ANN ARBOR,MI,48108,www.rosseducation.edu/
5286,NORTHWEST VISTA COLLEGE,3535 N. ELLISON DRIVE,SAN ANTONIO,TX,78251,alamo.edu/nvc/
5287,LINFIELD UNIVERSITY-SCHOOL OF NURSING,2255 NW NORTHRUP ST,PORTLAND,OR,97210,https://www.linfield.edu/
5288,THE HAIR ACADEMY,2101 EAST BROADWAY AVENUE,BISMARCK,ND,58501,thehairacademynd.com/
5289,ROSS MEDICAL EDUCATION CENTER-FORT WAYNE,"4122 LIMA ROAD, UNIT A5",FORT WAYNE,IN,46805,www.rosseducation.edu/
5290,PAUL MITCHELL THE SCHOOL-FORT MYERS,9941 INTERSTATE COMMERCE DRIVE,FORT MYERS,FL,33913,paulmitchell.edu/fortmyers
5291,AVE MARIA SCHOOL OF LAW,1025 COMMONS CIRCLE,NAPLES,FL,34119,https://www.avemarialaw.edu/
5292,LOUISIANA CULINARY INSTITUTE,10550 AIRLINE HWY,BATON ROUGE,LA,70816,www.lci.edu/
5293,LIFE CHIROPRACTIC COLLEGE WEST,25001 INDUSTRIAL BLVD,HAYWARD,CA,94545,www.lifewest.edu/
5294,PARDEE RAND GRADUATE SCHOOL,1776 MAIN ST,SANTA MONICA,CA,90401,www.prgs.edu/
5295,TRINITY INTERNATIONAL UNIVERSITY-ILLINOIS,2065 HALF DAY RD,DEERFIELD,IL,60015,https://www.tiu.edu/
5296,CENTRAL MAINE COMMUNITY COLLEGE,1250 TURNER STREET,AUBURN,ME,04210,https://www.cmcc.edu/
5297,MONTANA TECHNOLOGICAL UNIVERSITY,1300 W PARK ST,BUTTE,MT,59701,https://www.mtech.edu/
5298,UNIVERSITY OF NEW MEXICO-LOS ALAMOS CAMPUS,4000 UNIVERSITY DR,LOS ALAMOS,NM,87544,losalamos.unm.edu/
5299,OTTAWA UNIVERSITY-KANSAS CITY,4370 W. 109TH STREET SUITE 200,OVERLAND PARK,KS,66211,www.ottawa.edu/
5300,SOUTHWESTERN COLLEGE,3960 SAN FELIPE ROAD,SANTA FE,NM,87507,www.swc.edu/
5301,SUNY BROOME COMMUNITY COLLEGE,907 UPPER FRONT STREET,BINGHAMTON,NY,13901,www.sunybroome.edu/
5302,GORDON COLLEGE,255 GRAPEVINE RD,WENHAM,MA,01984,www.gordon.edu/
5303,GRACE CHRISTIAN UNIVERSITY,1011 ALDON SW,WYOMING,MI,49509,www.gracechristian.edu/
5304,AVEDA INSTITUTE-LOS ANGELES,10935 WEYBURN AVENUE,LOS ANGELES,CA,90024,https://www.nurturavedainstitutes.com/los-angeles/
5305,MOBILE TECHNICAL TRAINING,460 US HIGHWAY 46,SOUTH HACKENSACK,NJ,07606,www.mobiletechtraining.com/
5306,AMERICAN BARBER AND BEAUTY ACADEMY,733 LANCASTER AVENUE,READING,PA,19607,americanbarberacademy.com/
5307,ANOTHER LEVEL BARBERING AND COSMETOLOGY SCHOOL,102 NORTH SYCAMORE STREET,PETERSBURG,VA,23803,www.albcschool.edu/
5308,CAREER QUEST LEARNING CENTER-BAY CITY BRANCH,3900 STATE STREET ROAD STE 200,BAY CITY,MI,48706,www.careerquest.edu/
5309,MEDICAL CAREER COLLEGE OF NORTHERN CALIFORNIA,1220 MELODY LANE,ROSEVILLE,CA,95678,https://medicalcareercollege.net/
5310,FORTIS COLLEGE-LANDOVER,4351 GARDEN CITY DRIVE,LANDOVER,MD,20785,www.fortis.edu/
5311,PAUL MITCHELL THE SCHOOL-RICHLAND-PROVO,480 NORTH 900 EAST,PROVO,UT,84606,https://paulmitchell.edu/provo
5312,NUC UNIVERSITY - IBC INSTITUTE - LOS COLOBOS,"CARRETERA PR#3,KM.13.8 LOTE3-A LOS COLOBOS CANOVANILLAS",CAROLINA,PR,00983,NOT AVAILABLE
5313,MISSISSIPPI INSTITUTE OF AESTHETICS NAILS & COSMETOLOGY,460-B SPRINGRIDGE RD,CLINTON,MS,39056,msinstitute.com/
5314,REMINGTON COLLEGE-MOBILE CAMPUS,828 DOWNTOWNER LOOP W,MOBILE,AL,36609,www.remingtoncollege.edu/mobile-alabama-colleges-campus
5315,HOOD COLLEGE,401 ROSEMONT AVE,FREDERICK,MD,21701,www.hood.edu/
5316,SUMMIT SALON ACADEMY-KOKOMO,1012 S REED RD,KOKOMO,IN,46901,kokomobeautyschool.com/
5317,UNITED EDUCATION INSTITUTE-ANAHEIM,401 CARL KARCHER WAY,ANAHEIM,CA,92801,https://www.uei.edu/
5318,ALL BEAUTY COLLEGE,2060 W. ACOMA BOULEVARD,LAKE HAVASU CITY,AZ,86403,abcollege.edu/
5319,ROSS MEDICAL EDUCATION CENTER-HUNTSVILLE,"930 OLD MONROVIA ROAD, NW",HUNTSVILLE,AL,35806,www.rosseducation.edu/
5320,ADVANCED BEAUTY COLLEGE,3959 N. BELTLINE RD.,IRVING,TX,75038,www.advancedbeautycollege.net/
5321,UNITED BEAUTY COLLEGE,1701 S FEDERAL BOULEVARD # A,DENVER,CO,80219,ubc-denver.com/
5322,KIRKWOOD COMMUNITY COLLEGE,6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52406,www.kirkwood.edu/
5323,WEST COAST UNIVERSITY-CENTER FOR GRADUATE STUDIES,590 NORTH VERMONT AVENUE,LOS ANGELES,CA,90004,westcoastuniversity.edu/
5324,CANKDESKA CIKANA COMMUNITY COLLEGE,214 1ST AVE,FORT TOTTEN,ND,58335,www.littlehoop.edu/
5325,NORTHEASTERN UNIVERSITY,360 HUNTINGTON AVE,BOSTON,MA,02115,www.northeastern.edu/
5326,CENTRAL COMMUNITY COLLEGE,3134 WEST HWY 34,GRAND ISLAND,NE,68802,https://www.cccneb.edu/
5327,UNION COUNTY COLLEGE,1033 SPRINGFIELD AVENUE,CRANFORD,NJ,07016,https://www.ucc.edu/
5328,M T TRAINING CENTER,1801 S. GREAT SOUTHWEST PARKWAY,GRAND PRAIRIE,TX,75051,mttrainingcenter.org/
5329,MIDDLESEX COMMUNITY COLLEGE,591 SPRINGS RD,BEDFORD,MA,01730,https://www.middlesex.mass.edu/
5330,CORTIVA INSTITUTE-KING OF PRUSSIA,211 SOUTH GULPH ROAD SUITE 100,KING OF PRUSSIA,PA,19406,www.cortiva.edu/
5331,EMPIRE BEAUTY SCHOOL-LITTLETON,8996 W. BOWLES AVE. # E-F,LITTLETON,CO,80123,www.empire.edu/
5332,SPARTANBURG COMMUNITY COLLEGE,107 COMMUNITY COLLEGE DRIVE,SPARTANBURG,SC,29303,https://www.sccsc.edu/
5333,LACKAWANNA COLLEGE,501 VINE ST,SCRANTON,PA,18509,www.lackawanna.edu/
5334,VANTAGE CAREER CENTER,818 NORTH FRANKLIN STREET,VAN WERT,OH,45891,www.vantagecareercenter.com/
5335,NEW RIVER COMMUNITY AND TECHNICAL COLLEGE,280 UNIVERSITY DRIVE,BEAVER,WV,25813,https://www.newriver.edu/
5336,PAUL MITCHELL THE SCHOOL-SPOKANE,"15303 EAST SPRAGUE AVENUE, SUITE C",SPOKANE VALLEY,WA,99037,paulmitchell.edu/spokane/
5337,UNIVERSITY OF ARKANSAS,ADMINISTRATION BLDG 425,FAYETTEVILLE,AR,72701,https://www.uark.edu/
5338,KENNETH SHULER SCHOOL OF COSMETOLOGY-GREENVILLE,3528-A EARL E. MORRIS JR. HIGHWAY,GREENVILLE,SC,29611,www.kennethshuler.com/
5339,STEVENS-HENAGER COLLEGE,901 PIER VIEW DRIVE SUITE 105,IDAHO FALLS,ID,83402,www.stevenshenager.edu/
5340,OAKTON COMMUNITY COLLEGE,1600 E GOLF RD.,DES PLAINES,IL,60016,www.oakton.edu/
5341,ATHENA CAREER ACADEMY,5203 AIRPORT HWY,TOLEDO,OH,43615,www.athenacareers.edu/
5342,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MURFREESBORO,1303 OLD FORT PKY,MURFREESBORO,TN,37129,www.tcatmurfreesboro.edu/
5343,BLUE RIDGE COMMUNITY COLLEGE,1 COLLEGE LANE,WEYERS CAVE,VA,24486,https://www.brcc.edu/
5344,HELMS COLLEGE,5171 EISENHOWER PARKWAY,MACON,GA,31206,www.helms.edu/
5345,JARVIS CHRISTIAN COLLEGE,"PR 7631, HWY 80 E",HAWKINS,TX,75765,www.jarvis.edu/
5346,OHIO INSTITUTE OF ALLIED HEALTH,6245 OLD TROY PIKE,HUBER HEIGHTS,OH,45424,https://www.oiah.edu/
5347,LUCKES BEAUTY ACADEMY LLC,888 J. CLYDE MORRIS BOULEVARD,NEWPORT NEWS,VA,23601,www.luckesbeautyacademy.com/
5348,EAST-WEST HEALING ARTS INSTITUTE,6425 NORMANDY LANE,MADISON,WI,53719,acupressureschool.com/
5349,GEORGIA MILITARY COLLEGE,201 E GREENE ST,MILLEDGEVILLE,GA,31061,https://www.gmc.edu/index.cms
5350,JOHN CARROLL UNIVERSITY,1 JOHN CARROLL BOULEVARD,UNIVERSITY HEIGHTS,OH,44118,jcu.edu/
5351,BROWN AVEDA INSTITUTE-STRONGSVILLE,17901 SOUTHPARK CENTER - SPACE 160,STRONGSVILLE,OH,44136,www.brownaveda.com/
5352,CASA LOMA COLLEGE-VAN NUYS,6725 KESTER AVE,VAN NUYS,CA,91405,https://www.casalomacollege.edu/
5353,CET-WATSONVILLE,10 BLANCA LANE,WATSONVILLE,CA,95076,https://www.cetweb.edu/
5354,CHATTAHOOCHEE TECHNICAL COLLEGE,980 S COBB DRIVE DR SE,MARIETTA,GA,30060,www.chattahoocheetech.edu/
5355,OLNEY CENTRAL COLLEGE,305 N WEST STREET,OLNEY,IL,62450,www.iecc.edu/occ
5356,FORDHAM UNIVERSITY,441 E FORDHAM RD,BRONX,NY,10458,www.fordham.edu/
5357,UNION UNIVERSITY,1050 UNION UNIVERSITY DR,JACKSON,TN,38305,www.uu.edu/
5358,STERLING COLLEGE,16 STERLING DRIVE,CRAFTSBURY COMMON,VT,05827,www.sterlingcollege.edu/
5359,UNIVERSITY OF MINNESOTA-MORRIS,309 BEHMLER HALL,MORRIS,MN,56267,https://morris.umn.edu/
5360,LAKE TECHNICAL COLLEGE,2001 KURT STREET,EUSTIS,FL,32726,www.laketech.org/
5361,LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT,1905 W. FIELD COURT,LAKE FOREST,IL,60045,www.lfgsm.edu/
5362,CHRIST THE KING SEMINARY,711 KNOX RD,EAST AURORA,NY,14052,www.cks.edu/
5363,GOOD SAMARITAN COLLEGE OF NURSING AND HEALTH SCIENCE,375 DIXMYTH AVE,CINCINNATI,OH,45220,www.gscollege.edu/
5364,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,CARR 106 KM 2.2 INT,MAYAGUEZ,PR,00680,www.uaa.edu/
5365,COLLEGE OF THE MUSCOGEE NATION,2170 RAVEN CIRCLE,OKMULGEE,OK,74447,https://cmn.edu/
5366,INDEPENDENCE UNIVERSITY,4021 S 700 E STE 400,SALT LAKE CITY,UT,84107,www.independence.edu/
5367,LITTLE PRIEST TRIBAL COLLEGE,601 E. COLLEGE DRIVE,WINNEBAGO,NE,68071,https://www.littlepriest.edu/
5368,MYRANGEL BEAUTY INSTITUTE,CALLE MUNOZ RIVERA #57 SUR,SAN LORENZO,PR,00754,myrangelbeautyinstitute.com/
5369,GRACELAND UNIVERSITY-LAMONI,1 UNIVERSITY PLACE,LAMONI,IA,50140,www.graceland.edu/
5370,PLYMOUTH STATE UNIVERSITY,17 HIGH STREET,PLYMOUTH,NH,03264,www.plymouth.edu/
5371,CAPRI INSTITUTE OF HAIR DESIGN-BRICK,268 BRICK BLVD,BRICK,NJ,08723,www.capriinstitute.com/
5372,PONCA CITY BEAUTY COLLEGE,3010 NORTH 14TH STREET,PONCA CITY,OK,74601,www.poncacity-beautycollege.com/
5373,MORRIS COLLEGE,100 WEST COLLEGE STREET,SUMTER,SC,29150,https://www.morris.edu/
5374,SOUTHWESTERN CHRISTIAN COLLEGE,200 BOWSER CIRCLE,TERRELL,TX,75160,www.swcc.edu/
5375,BATON ROUGE COMMUNITY COLLEGE,201 COMMUNITY COLLEGE DRIVE,BATON ROUGE,LA,70806,www.mybrcc.edu/
5376,IMMOKALEE TECHNICAL COLLEGE,508 N 9TH ST,IMMOKALEE,FL,34142,www.itech.edu/
5377,HEALTH AND STYLE INSTITUTE,500 FOUR SEASONS TOWN CENTRE,GREENSBORO,NC,27407,www.healthandstyle.edu/
5378,WEST SHORE COMMUNITY COLLEGE,3000 N STILES RD,SCOTTVILLE,MI,49454,www.westshore.edu/
5379,CONTINENTAL ACADEMIE OF HAIR DESIGN-HUDSON,102 DERRY ST,HUDSON,NH,03051,continentalacademie.com/
5380,LONG ISLAND BUSINESS INSTITUTE,"136-18 39TH AVENUE, FIFTH FLOOR",FLUSHING,NY,11354,www.libi.edu/
5381,KENT STATE UNIVERSITY AT STARK,6000 FRANK AVE NW,CANTON,OH,44720,www.kent.edu/stark
5382,NORTHWEST LOUISIANA TECHNICAL COMMUNITY COLLEGE,9500 INDUSTRIAL DRIVE,MINDEN,LA,71055,www.nltcc.edu/
5383,STEVENS-HENAGER COLLEGE,1444 ENTERTAINMENT AVENUE,BOISE,ID,83709,www.stevenshenager.edu/
5384,LAKE AREA TECHNICAL COLLEGE,1201 ARROW AVENUE,WATERTOWN,SD,57201,www.lakeareatech.edu/
5385,MERCER COUNTY TECHNICAL EDUCATION CENTER,1397 STAFFORD DR,PRINCETON,WV,24740,mercer-k12.wvnet.edu/technicaled/
5386,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,1 MORROW WAY,SLIPPERY ROCK,PA,16057,https://www.sru.edu/
5387,TEXAS CHIROPRACTIC COLLEGE FOUNDATION INC,5912 SPENCER HWY,PASADENA,TX,77505,www.txchiro.edu/
5388,OHIO WESLEYAN UNIVERSITY,61 S SANDUSKY STREET,DELAWARE,OH,43015,https://www.owu.edu/
5389,OTTERBEIN UNIVERSITY,1 SOUTH GROVE STREET,WESTERVILLE,OH,43081,https://www.otterbein.edu/
5390,BEAUMONT ADULT SCHOOL,1575 CHERRY AVE,BEAUMONT,CA,92223,bas.beaumontusd.us/
5391,CHAMPION BEAUTY COLLEGE,3920 FM 1960 WEST #210,HOUSTON,TX,77068,championbeautycollege.com/
5392,INTERNATIONAL SCHOOL OF BEAUTY INC,72261 HWY 111 STE 121-B,PALM DESERT,CA,92260,https://btyschool.com/
5393,GLENDALE COMMUNITY COLLEGE,1500 N VERDUGO RD,GLENDALE,CA,91208,https://www.glendale.edu/
5394,PACIFIC UNION COLLEGE,ONE ANGWIN AVE,ANGWIN,CA,94508,https://www.puc.edu/
5395,LOUISIANA TECH UNIVERSITY,1310 WEST RAILROAD AVENUE,RUSTON,LA,71272,https://www.latech.edu/
5396,UNIVERSITY OF THE POTOMAC-WASHINGTON DC CAMPUS,1401 H STREET NW,WASHINGTON,DC,20005,www.potomac.edu/
5397,LOS ANGELES HARBOR COLLEGE,1111 FIGUEROA PLACE,WILMINGTON,CA,90744,www.lahc.edu/
5398,BROOKHAVEN COLLEGE,3939 VALLEY VIEW LN,FARMERS BRANCH,TX,75244,NOT AVAILABLE
5399,URBAN COLLEGE OF BOSTON,"2 BOYLSTON STREET, 2ND FLOOR",BOSTON,MA,02116,www.urbancollege.edu/
5400,CENTURY COLLEGE,1316 PONCE DE LEON AVENUE,SAN JUAN,PR,00907,www.centurycollege.edu/
5401,GWINNETT COLLEGE,"3200 SPRING FOREST ROAD, SUITE 214",RALEIGH,NC,27616,www.gwinnettcollege.edu/
5402,EMPLOYMENT SOLUTIONS-COLLEGE FOR TECHNICAL EDUCATION,1165 CENTRE PARKWAY SUITE #120,LEXINGTON,KY,40517,cte.edu/
5403,OSCEOLA TECHNICAL COLLEGE,501 SIMPSON RD,KISSIMMEE,FL,34744,osceolaschools.net/otech
5404,ACADEMY OF MASSAGE AND BODYWORK,1218 PULASKI HWY STE 324,BEAR,DE,19701,www.massage-academy.com/
5405,AVALON SCHOOL OF COSMETOLOGY-MESA,2111 S ALMA SCHOOL RD STE 21,MESA,AZ,85210,avalon.edu/locations/mesa-az/
5406,CARRINGTON COLLEGE-SACRAMENTO,8909 FOLSOM BLVD.,SACRAMENTO,CA,95826,https://carrington.edu/
5407,KENTUCKY STATE UNIVERSITY,400 EAST MAIN STREET,FRANKFORT,KY,40601,www.kysu.edu/
5408,NORTHWESTERN COLLEGE,101 SEVENTH ST SW,ORANGE CITY,IA,51041,https://www.nwciowa.edu/
5409,WESTMINSTER COLLEGE,319 SOUTH MARKET STREET,NEW WILMINGTON,PA,16172,www.westminster.edu/
5410,CHARLES AND SUES SCHOOL OF HAIR DESIGN,1711 BRIARCREST DR,BRYAN,TX,77802,www.charlesandsues.com/
5411,BELMONT ABBEY COLLEGE,100 BELMONT-MT HOLLY ROAD,BELMONT,NC,28012,www.belmontabbeycollege.edu/
5412,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT SAN DIEGO,401 W. A STREET AT 1 COLUMBIA PLACE,SAN DIEGO,CA,92101,https://www.thechicagoschool.edu/san-diego/
5413,EVVAYLOIS ACADEMY SCHOOL OF BEAUTY,2244 SOUTH MARKET STREET,BRENHAM,TX,77833,https://www.evvayloisschoolofbeauty.com/
5414,PAUL MITCHELL THE SCHOOL-SAN JOSE,"2200 EASTRIDGE LOOP, UNIT #1004",SAN JOSE,CA,95122,https://sanjose.toniguy.edu/
5415,ARIZONA COLLEGE OF NURSING-PHOENIX,16404 NORTH BLACK CANYON HIGHWAY,PHOENIX,AZ,85053,https://www.arizonacollege.edu/
5416,MAK BEAUTY INSTITUTE - DULUTH,3980 PEACHTREE INDUSTRIAL BOULEVARD SUITE #400,DULUTH,GA,30096,NOT AVAILABLE
5417,SAN JOAQUIN VALLEY COLLEGE-DELANO,1920 CECIL AVENUE,DELANO,CA,93215,https://www.sjvc.edu/
5418,NETWORKS BARBER COLLEGE,325 WEST 103RD STREET,CHICAGO,IL,60628,NOT AVAILABLE
5419,FALCON INSTITUTE OF HEALTH AND SCIENCE,3045 AVENUE B,BETHLEHEM,PA,18017,www.falconihs.com/
5420,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE -,5780 NORTHWEST 158TH STREET,MIAMI LAKES,FL,33014,NOT AVAILABLE
5421,UNIVERSITY OF OKLAHOMA - NELLIS AIR FORCE BASE,4475 ENGLAND AVENUE,NELLIS AFB,NV,89191,NOT AVAILABLE
5422,UEI COLLEGE-SACRAMENTO,"4424 FLORIN ROAD, SUITE D & E",SACRAMENTO,CA,95823,https://www.uei.edu
5423,WELLSPRING SCHOOL OF ALLIED HEALTH-WICHITA,"650 N CARRIAGE PARKWAY, STE 55",WICHITA,KS,67208,www.wellspring.edu
5424,FRANCISCAN SCHOOL OF THEOLOGY - SAN DIEGO,5998 ALCALA PARK,SAN DIEGO,CA,92110,NOT AVAILABLE
5425,SUNSTATE ACADEMY-JONES TECHNICAL INSTITUTE,8813 WESTERN WAY,JACKSONVILLE,FL,32256,www.jtech.org/
5426,FORTIS COLLEGE-CUYAHOGA FALLS,2545 BAILEY ROAD,CUYAHOGA FALLS,OH,44221,fortiscollege.edu/
5427,INTERNATIONAL SPORTS SCIENCES ASSOCIATION,1015 MARK AVENUE,CARPINTERIA,CA,93013,college.issaonline.edu/
5428,HORIZON UNIVERSITY,7700 INDIAN LAKE ROAD,INDIANAPOLIS,IN,46236,www.horizonuniversity.edu/
5429,HVAC TECHNICAL INSTITUTE,4532 SOUTH KOLIN AVENUE,CHICAGO,IL,60632,www.hvac-tech.com/
5430,DALTON INSTITUTE OF ESTHETICS AND COSMETOLOGY,100 WEST WALNUT AVENUE,DALTON,GA,30720,www.daltoninstitute.com/
5431,HAIR ACADEMY SCHOOL OF BARBERING & BEAUTY,160 PENCADER PLAZA,NEWARK,DE,19713,hairacademysbb.edu/
5432,PROFILE INSTITUTE OF BARBER-STYLING,26 CLEVELAND AVE SE,ATLANTA,GA,30315,profileinstitute.com/
5433,PACIFIC RIM CHRISTIAN UNIVERSITY,2223 HOONEE PL.,HONOLULU,HI,96819,https://www.pacrim.edu/#home
5434,PHAGANS CENTRAL OREGON BEAUTY COLLEGE,1310 NE CUSHING DRIVE,BEND,OR,97701,www.phagans-schools.com/
5435,PARKER UNIVERSITY,2540 WALNUT HILL LANE,DALLAS,TX,75229,www.parker.edu/
5436,BITTERROOT SCHOOL OF COSMETOLOGY,2079 N FIRST ST STE B,HAMILTON,MT,59840,bitterrootschoolofcosmetology.com/
5437,EDINBORO UNIVERSITY OF PENNSYLVANIA,219 MEADVILLE STREET,EDINBORO,PA,16444,www.edinboro.edu/
5438,COMMUNITY COLLEGE OF RHODE ISLAND,400 EAST AVE,WARWICK,RI,02886,www.ccri.edu/
5439,STRAYER UNIVERSITY-GEORGIA,"3355 NORTHEAST EXPWY, STE 100",ATLANTA,GA,30341,www.strayer.edu/campus-locations
5440,BLINN COLLEGE,902 COLLEGE AVE,BRENHAM,TX,77833,www.blinn.edu/
5441,ASPIRA CITY COLLEGE,4322 N. 5TH STREET,PHILADELPHIA,PA,19140,www.aspiracitycollege.edu/
5442,RASMUSSEN UNIVERSITY-FLORIDA,4755 SOUTHWEST 46TH COURT,OCALA,FL,34474,https://rasmussen.edu/
5443,BRITTANY BEAUTY ACADEMY,"29 W 36TH STREET, 2ND FLOOR",NEW YORK,NY,10018,brittanyacademy.edu/
5444,IMMACULATA UNIVERSITY,1145 KING ROAD,IMMACULATA,PA,19345,www.immaculata.edu/
5445,GEORGIA STATE UNIVERSITY-PERIMETER COLLEGE,33 GILMER ST.,ATLANTA,GA,30303,perimeter.gsu.edu/
5446,RIVERSIDE CITY COLLEGE,4800 MAGNOLIA AVENUE,RIVERSIDE,CA,92506,www.rcc.edu/riverside/
5447,SAN FRANCISCO STATE UNIVERSITY,1600 HOLLOWAY AVE,SAN FRANCISCO,CA,94132,www.sfsu.edu/
5448,CUNY STELLA AND CHARLES GUTTMAN COMMUNITY COLLEGE,50 WEST 40TH STREET,NEW YORK,NY,10018,https://www.guttman.cuny.edu/
5449,UNIVERSITY OF WEST GEORGIA,1601 MAPLE ST,CARROLLTON,GA,30118,www.westga.edu/
5450,CURVE METRIC SCHOOL OF HAIR DESIGN,7645 WEST BELMONT AVENUE,ELMWOOD PARK,IL,60707,curvemetric.com/
5451,EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA,200 PROSPECT STREET,EAST STROUDSBURG,PA,18301,https://www.esu.edu/
5452,STANLY COMMUNITY COLLEGE,141 COLLEGE DRIVE,ALBEMARLE,NC,28001,www.stanly.edu/
5453,EMPIRE BEAUTY SCHOOL-AUGUSTA,3241 WASHINGTON ROAD,AUGUSTA,GA,30907,www.empire.edu/
5454,CLARK STATE COMMUNITY COLLEGE,570 E LEFFEL LN,SPRINGFIELD,OH,45501,https://www.clarkstate.edu/
5455,TIFFIN UNIVERSITY,155 MIAMI STREET,TIFFIN,OH,44883,www.tiffin.edu/
5456,YORK COLLEGE OF PENNSYLVANIA,441 COUNTRY CLUB RD,YORK,PA,17403,www.ycp.edu/
5457,THOMAS JEFFERSON UNIVERSITY,1020 WALNUT STREET,PHILADELPHIA,PA,19107,www.jefferson.edu/
5458,SOUTHWEST UNIVERSITY AT EL PASO,1414 GERONIMO,EL PASO,TX,79925,southwestuniversity.edu/
5459,UNIVERSITY OF NORTH DAKOTA,"264 CENTENNIAL DRIVE, STOP 8193",GRAND FORKS,ND,58202,https://und.edu/
5460,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT ANAHEIM,"2400 E. KATELLA AVE., SUITE 1200",ANAHEIM,CA,92806,https://www.thechicagoschool.edu/anaheim/
5461,CALIFORNIA NURSES EDUCATIONAL INSTITUTE,5200 E. RAMON RD. SUITE I-1,PALM SPRINGS,CA,92264,https://www.cnei.edu/
5462,MILAN INSTITUTE-BAKERSFIELD,"2822 F STREET, STE H",BAKERSFIELD,CA,93301,www.milaninstitute.edu/
5463,BUCKEYE HILLS CAREER CENTER,351 BUCKEYE HILLS ROAD,RIO GRANDE,OH,45674,www.buckeyehills.net/
5464,FULL SAIL UNIVERSITY,3300 UNIVERSITY BLVD,WINTER PARK,FL,32792,www.fullsail.edu/
